"","Airport.Name","Total Flights","Delayed Flights","Delayed Percentage"
"3057","Guanambi Airport",11,4,36.3636363636364
"3058","Guanare Airport",11,1,9.09090909090909
"3059","Guanghan Airport",8,3,37.5
"3060","Guangyuan Airport",10,3,30
"3061","Guangzhou Baiyun International Airport",15,7,46.6666666666667
"3062","Guangzhou MR Air Base",10,5,50
"3063","Guapiles Airport",15,6,40
"3064","Guaporé Airport",6,2,33.3333333333333
"3065","Guarani International Airport",11,1,9.09090909090909
"3066","Guarapari Airport",15,3,20
"3067","Guararapes - Gilberto Freyre International Airport",11,4,36.3636363636364
"3068","Guaratinguetá Airport",12,5,41.6666666666667
"3069","Guardiamarina Zañartu Airport",9,1,11.1111111111111
"3070","Guari Airport",15,4,26.6666666666667
"3071","Guarulhos - Governador André Franco Montoro International Airport",12,3,25
"3072","Guasdalito Airport",16,6,37.5
"3073","Guasopa Airport",9,3,33.3333333333333
"3074","Guaíra Airport",9,3,33.3333333333333
"3075","Guemar Airport",14,6,42.8571428571429
"3076","Guernsey Airport",11,6,54.5454545454545
"3077","Guerrero Negro Airport",5,1,20
"3078","Guiglo Airport",11,5,45.4545454545455
"3079","Guilin Liangjiang International Airport",6,1,16.6666666666667
"3080","Guillermo León Valencia Airport",8,2,25
"3081","Guiria Airport",13,2,15.3846153846154
"3082","Gujrat Airport",11,3,27.2727272727273
"3083","Gulfport Biloxi International Airport",12,7,58.3333333333333
"3084","Gulgubip Airport",7,3,42.8571428571429
"3085","Gulkana Airport",5,1,20
"3086","Gulu Airport",16,7,43.75
"3087","Guna Airport",7,1,14.2857142857143
"3088","Gunnedah Airport",9,6,66.6666666666667
"3089","Gunnison Crested Butte Regional Airport",8,5,62.5
"3090","Gunung Batin Airport",10,2,20
"3091","Gurayat Domestic Airport",10,1,10
"3092","Guriaso (Keraso) Airport",7,1,14.2857142857143
"3093","Gurney Airport",11,4,36.3636363636364
"3094","Gurue Airport",7,3,42.8571428571429
"3095","Gurupi Airport",11,4,36.3636363636364
"3096","Gusap Airport",10,1,10
"3097","Gush Katif Airport",9,4,44.4444444444444
"3098","Gustaf III Airport",11,5,45.4545454545455
"3099","Gustavo Artunduaga Paredes Airport",11,2,18.1818181818182
"3100","Gustavo Rizo Airport",13,7,53.8461538461538
"3101","Gustavo Rojas Pinilla International Airport",10,4,40
"3102","Gustavo Vargas Airport",10,4,40
"3103","Gustavus Airport",9,4,44.4444444444444
"3104","Gusti Syamsir Alam Airport",11,6,54.5454545454545
"3105","Guthrie-Edmond Regional Airport",13,6,46.1538461538462
"3106","Guymon Municipal Airport",14,3,21.4285714285714
"3107","Guyuan Liupanshan Airport",13,4,30.7692307692308
"3108","Gwa Airport",7,3,42.8571428571429
"3109","Gwadar International Airport",9,3,33.3333333333333
"3110","Gwalior Airport",16,5,31.25
"3111","Gwangju Airport",14,5,35.7142857142857
"3112","Gwaunaru'u Airport",10,4,40
"3113","Gwinnett County Briscoe Field",8,2,25
"3114","Gympie Airport",9,6,66.6666666666667
"3115","Gyumri Shirak Airport",10,1,10
"3116","Gällivare Airport",14,3,21.4285714285714
"3117","Gävle Sandviken Airport",10,2,20
"3118","Gütersloh Air Base",14,5,35.7142857142857
"3119","H H Coffield Regional Airport",10,3,30
"3120","Ha'il Airport",8,3,37.5
"3121","Habi Airport",10,3,30
"3122","Hachijojima Airport",9,1,11.1111111111111
"3123","Hachinohe Airport",7,2,28.5714285714286
"3124","Haelogo Airport",11,6,54.5454545454545
"3125","Hagerstown Regional Richard A Henson Field",7,2,28.5714285714286
"3126","Hagfors Airport",8,3,37.5
"3127","Haifa International Airport",8,2,25
"3128","Haikou Meilan International Airport",10,2,20
"3129","Haines Airport",10,1,10
"3130","Haines Junction Airport",6,4,66.6666666666667
"3131","Haivaro Airport",15,4,26.6666666666667
"3132","Hakkari Yüksekova Airport",8,2,25
"3133","Hakodate Airport",12,5,41.6666666666667
"3134","Hale County Airport",13,5,38.4615384615385
"3135","Haley Army Airfield",13,6,46.1538461538462
"3136","Half Moon Bay Airport",10,4,40
"3137","Halifax / Stanfield International Airport",8,3,37.5
"3138","Halifax County Airport",10,5,50
"3139","Halim Perdanakusuma International Airport",13,7,53.8461538461538
"3140","Haliwen Airport",8,3,37.5
"3141","Hall Beach Airport",6,2,33.3333333333333
"3142","Halli Airport",15,5,33.3333333333333
"3143","Halliburton Field",10,7,70
"3144","Halls Creek Airport",6,1,16.6666666666667
"3145","Halmstad Airport",9,3,33.3333333333333
"3146","Hamad International Airport",17,6,35.2941176470588
"3147","Hamadan Airport",9,4,44.4444444444444
"3148","Hambantota Seaplane Base",10,6,60
"3149","Hamburg Airport",18,4,22.2222222222222
"3150","Hamburg-Finkenwerder Airport",10,2,20
"3151","Hami Airport",8,1,12.5
"3152","Hamid Karzai International Airport",12,5,41.6666666666667
"3153","Hamilton Airport",7,3,42.8571428571429
"3154","Hamilton Field",16,5,31.25
"3155","Hamilton International Airport",7,4,57.1428571428571
"3156","Hamilton Island Airport",9,4,44.4444444444444
"3157","Hammerfest Airport",9,1,11.1111111111111
"3158","Hampton Municipal Airport",12,5,41.6666666666667
"3159","Hana Airport",11,4,36.3636363636364
"3160","Hanamaki Airport",11,2,18.1818181818182
"3161","Hanchey Army (Fort Rucker) Heliport",13,1,7.69230769230769
"3162","Hancock County-Bar Harbor Airport",15,4,26.6666666666667
"3163","Handan Airport",9,4,44.4444444444444
"3164","Hang Nadim International Airport",12,2,16.6666666666667
"3165","Hangzhou Xiaoshan International Airport",8,3,37.5
"3166","Hanimaadhoo Airport",5,0,0
"3167","Hanksville Airport",8,5,62.5
"3168","Hannover Airport",7,1,14.2857142857143
"3169","Hanzhong Chenggu Airport",13,4,30.7692307692308
"3170","Hao Airport",7,2,28.5714285714286
"3171","Harar Meda Airport",12,4,33.3333333333333
"3172","Hardy-Anders Field / Natchez-Adams County Airport",9,3,33.3333333333333
"3173","Harrell Field",12,4,33.3333333333333
"3174","Harriet Alexander Field",10,6,60
"3175","Harris County Airport",5,4,80
"3176","Harrisburg International Airport",9,1,11.1111111111111
"3177","Harrisburg-Raleigh Airport",10,0,0
"3178","Harrismith Airport",10,1,10
"3179","Harrison County Airport",12,2,16.6666666666667
"3180","Harry Clever Field",10,3,30
"3181","Harry P Williams Memorial Airport",9,4,44.4444444444444
"3182","Harry Stern Airport",6,2,33.3333333333333
"3183","Harstad/Narvik Airport, Evenes",16,6,37.5
"3184","Hartford Brainard Airport",13,4,30.7692307692308
"3185","Hartley Bay Seaplane Base",12,6,50
"3186","Hartness State (Springfield) Airport",9,2,22.2222222222222
"3187","Hartsfield Jackson Atlanta International Airport",9,3,33.3333333333333
"3188","Hartsville Regional Airport",15,3,20
"3189","Hasanuddin International Airport",6,1,16.6666666666667
"3190","Hassan I Airport",11,0,0
"3191","Hassi R'Mel Airport",17,5,29.4117647058824
"3192","Hastings Airport",10,2,20
"3193","Hastings Municipal Airport",9,3,33.3333333333333
"3194","Hasvik Airport",9,4,44.4444444444444
"3195","Hat Yai International Airport",18,8,44.4444444444444
"3196","Hatay Airport",6,0,0
"3197","Hatbox Field",11,3,27.2727272727273
"3198","Hatchet Lake Airport",8,3,37.5
"3199","Hateruma Airport",5,0,0
"3200","Hato Corozal Airport",14,3,21.4285714285714
"3201","Hattiesburg Bobby L Chain Municipal Airport",11,2,18.1818181818182
"3202","Hattiesburg Laurel Regional Airport",13,4,30.7692307692308
"3203","Hatzfeldhaven Airport",13,5,38.4615384615385
"3204","Haugesund Airport",9,1,11.1111111111111
"3205","Havadarya Airport",9,4,44.4444444444444
"3206","Haverfordwest Airport",5,1,20
"3207","Havre City County Airport",15,3,20
"3208","Havre St Pierre Airport",13,3,23.0769230769231
"3209","Hawabango Airport",6,2,33.3333333333333
"3210","Hawarden Airport",14,4,28.5714285714286
"3211","Hawke's Bay Airport",21,6,28.5714285714286
"3212","Hawkins Field",14,7,50
"3213","Hawthorne Industrial Airport",10,4,40
"3214","Hay Airport",12,6,50
"3215","Hay River / Merlyn Carter Airport",11,4,36.3636363636364
"3216","Haycock Airport",5,2,40
"3217","Hayfields Airport",13,3,23.0769230769231
"3218","Hayman Island Resort Seaplane Base",12,5,41.6666666666667
"3219","Hays Regional Airport",10,5,50
"3220","Hayward Executive Airport",11,4,36.3636363636364
"3221","Hazleton Municipal Airport",16,5,31.25
"3222","Hazrat Shahjalal International Airport",7,3,42.8571428571429
"3223","Hazyview Airport",15,7,46.6666666666667
"3224","Headingly Airport",13,3,23.0769230769231
"3225","Healy Lake Airport",5,4,80
"3226","Hearst René Fontaine Municipal Airport",12,3,25
"3227","Heathlands Airport",9,2,22.2222222222222
"3228","Hechi Jinchengjiang Airport",13,5,38.4615384615385
"3229","Hector International Airport",11,3,27.2727272727273
"3230","Hector Silva Airstrip",14,5,35.7142857142857
"3231","Hefei Luogang International Airport",10,4,40
"3232","Heglig Airport",5,1,20
"3233","Heho Airport",23,7,30.4347826086957
"3234","Heide-Büsum Airport",8,4,50
"3235","Heidelberg Army Helicopter Base",10,2,20
"3236","Heihe Airport",13,3,23.0769230769231
"3237","Heiweni Airport",11,6,54.5454545454545
"3238","Helena Regional Airport",9,5,55.5555555555556
"3239","Helenvale Airport",11,5,45.4545454545455
"3240","Helgoland-Düne Airport",11,5,45.4545454545455
"3241","Helmuth Baungarten Airport",15,3,20
"3242","Helsinki Malmi Airport",11,3,27.2727272727273
"3243","Helsinki Vantaa Airport",10,5,50
"3244","Hemavan Airport",14,3,21.4285714285714
"3245","Hemet Ryan Airport",8,2,25
"3246","Henbury Airport",11,4,36.3636363636364
"3247","Henderson Executive Airport",14,5,35.7142857142857
"3248","Henderson Field",9,4,44.4444444444444
"3249","Hendrik Van Eck Airport",12,7,58.3333333333333
"3250","Hengchun Airport",8,3,37.5
"3251","Hengyang Nanyue Airport",4,1,25
"3252","Henri Coandă International Airport",7,3,42.8571428571429
"3253","Henry County Airport",15,4,26.6666666666667
"3254","Henry E Rohlsen Airport",8,2,25
"3255","Henry Post Army Air Field (Fort Sill)",8,1,12.5
"3256","Henry Tift Myers Airport",12,3,25
"3257","Heraklion International Nikos Kazantzakis Airport",16,10,62.5
"3258","Herat Airport",11,4,36.3636363636364
"3259","Hercílio Luz International Airport",9,5,55.5555555555556
"3260","Herendeen Bay Airport",9,3,33.3333333333333
"3261","Heriberto Gíl Martínez Airport",10,2,20
"3262","Heringsdorf Airport",9,3,33.3333333333333
"3263","Heritage Field",10,6,60
"3264","Hermannsburg Airport",16,10,62.5
"3265","Hermanos Ameijeiras Airport",11,6,54.5454545454545
"3266","Hermanos Serdán International Airport",11,1,9.09090909090909
"3267","Hermes Quijada International Airport",6,1,16.6666666666667
"3268","Hermiston Municipal Airport",8,3,37.5
"3269","Herrera Airport",27,9,33.3333333333333
"3270","Hervey Bay Airport",7,2,28.5714285714286
"3271","Hesa Airport",9,4,44.4444444444444
"3272","Hesler Noble Field",14,5,35.7142857142857
"3273","Hewanorra International Airport",7,3,42.8571428571429
"3274","Heydar Aliyev International Airport",14,3,21.4285714285714
"3275","Hickory Regional Airport",12,6,50
"3276","Hierro Airport",13,6,46.1538461538462
"3277","High Level Airport",11,5,45.4545454545455
"3278","High Prairie Airport",12,3,25
"3279","Highbury Airport",10,2,20
"3280","Higuerote Airport",14,3,21.4285714285714
"3281","Hihifo Airport",8,3,37.5
"3282","Hikueru Atoll Airport",10,2,20
"3283","Hill Air Force Base",12,6,50
"3284","Hill City Municipal Airport",10,4,40
"3285","Hillenbrand Industries Airport",7,2,28.5714285714286
"3286","Hillside Airport",9,5,55.5555555555556
"3287","Hilo International Airport",5,2,40
"3288","Hilton Head Airport",12,3,25
"3289","Hingurakgoda Air Force Base",14,3,21.4285714285714
"3290","Hinthada Airport",10,4,40
"3291","Hinton/Jasper-Hinton Airport",12,2,16.6666666666667
"3292","Hiroshima Airport",1,0,0
"3293","Hiroshimanishi Airport",12,8,66.6666666666667
"3294","Hissar Airport",15,5,33.3333333333333
"3295","Hiva Oa-Atuona Airport",10,5,50
"3296","Hjaltabakki Airport",7,1,14.2857142857143
"3297","Hluhluwe Airport",14,5,35.7142857142857
"3298","Hobart International Airport",14,7,50
"3299","Hobart Regional Airport",10,3,30
"3300","Hodeidah International Airport",13,2,15.3846153846154
"3301","Hoedspruit Air Force Base Airport",6,2,33.3333333333333
"3302","Hof-Plauen Airport",13,3,23.0769230769231
"3303","Hog River Airport",7,1,14.2857142857143
"3304","Hohenems-Dornbirn Airport",9,4,44.4444444444444
"3305","Hokitika Airfield",15,4,26.6666666666667
"3306","Hola Airport",9,2,22.2222222222222
"3307","Holbrook Municipal Airport",9,4,44.4444444444444
"3308","Holešov Airport",10,4,40
"3309","Holingol Huolinhe Airport",15,7,46.6666666666667
"3310","Hollis Clark Bay Seaplane Base",12,4,33.3333333333333
"3311","Hollister Municipal Airport",10,1,10
"3312","Holloman Air Force Base",14,5,35.7142857142857
"3313","Holt Airport",18,8,44.4444444444444
"3314","Holy Cross Airport",13,4,30.7692307692308
"3315","Homer Airport",9,4,44.4444444444444
"3316","Homestead ARB Airport",8,2,25
"3317","Hommalinn Airport",8,2,25
"3318","Hon Airport",13,7,53.8461538461538
"3319","Hong Kong International Airport",12,2,16.6666666666667
"3320","Hong Kong International Airport Kai Tak",12,4,33.3333333333333
"3321","Hongyuan Airport",14,4,28.5714285714286
"3322","Honiara International Airport",8,1,12.5
"3323","Honinabi Airport",13,5,38.4615384615385
"3324","Hood Airport",8,2,25
"3325","Hood Army Air Field",4,2,50
"3326","Hooker County Airport",9,2,22.2222222222222
"3327","Hooker Creek Airport",11,3,27.2727272727273
"3328","Hoonah Airport",11,4,36.3636363636364
"3329","Hooper Bay Airport",10,4,40
"3330","Hope Airport",11,2,18.1818181818182
"3331","Hope Bay Aerodrome",5,2,40
"3332","Hope Vale Airport",16,7,43.75
"3333","Hopedale Airport",13,4,30.7692307692308
"3334","Hopetoun Airport",9,2,22.2222222222222
"3335","Horn Island Airport",22,10,45.4545454545455
"3336","Hornafjörður Airport",10,4,40
"3337","Hornepayne Municipal Airport",11,6,54.5454545454545
"3338","Horsham Airport",13,3,23.0769230769231
"3339","Horta Airport",17,10,58.8235294117647
"3340","Hot Springs County Airport",12,4,33.3333333333333
"3341","Hotan Airport",13,3,23.0769230769231
"3342","Hotel Transamérica Airport",12,3,25
"3343","Houari Boumediene Airport",11,3,27.2727272727273
"3344","Houghton County Memorial Airport",10,3,30
"3345","Houlton International Airport",15,5,33.3333333333333
"3346","Houma Terrebonne Airport",6,2,33.3333333333333
"3347","Houston Gulf Airport",17,6,35.2941176470588
"3348","Hoy/Longhope Airfield",10,3,30
"3349","Hpa-N Airport",8,3,37.5
"3350","Hpapun Airport",8,4,50
"3351","Hrodna Airport",10,2,20
"3352","Hsinchu Air Base",15,4,26.6666666666667
"3353","Hua Hin Airport",6,1,16.6666666666667
"3354","Huacaraje Airport",13,4,30.7692307692308
"3355","Huahine-Fare Airport",10,4,40
"3356","Hualien Airport",7,4,57.1428571428571
"3357","Huallaga Airport",10,4,40
"3358","Huangyan Luqiao Airport",15,4,26.6666666666667
"3359","Huatugou Airport",14,5,35.7142857142857
"3360","Huayuan Airport",9,2,22.2222222222222
"3361","Hubli Airport",15,5,33.3333333333333
"3362","Hudiksvall Airport",10,3,30
"3363","Hudson Bay Airport",13,5,38.4615384615385
"3364","Hudsons Hope Airport",18,6,33.3333333333333
"3365","Huehuetenango Airport",7,2,28.5714285714286
"3366","Huesca/Pirineos Airport",11,2,18.1818181818182
"3367","Hughenden Airport",7,2,28.5714285714286
"3368","Hughes Airport",15,6,40
"3369","Hugo Cantergiani Regional Airport",13,6,46.1538461538462
"3370","Huizhou Airport",14,5,35.7142857142857
"3371","Hukuntsi Airport",8,2,25
"3372","Hultsfred Airport",11,4,36.3636363636364
"3373","Humacao Airport",17,8,47.0588235294118
"3374","Humaitá Airport",8,4,50
"3375","Humberside Airport",6,3,50
"3376","Humbert River Airport",13,5,38.4615384615385
"3377","Humberto Delgado Airport (Lisbon Portela Airport)",5,2,40
"3378","Humberto Ghizzo Bortoluzzi Regional Airport",10,3,30
"3379","Humboldt Municipal Airport",12,4,33.3333333333333
"3380","Humera Airport",8,2,25
"3381","Hunt Field",7,3,42.8571428571429
"3382","Hunter Army Air Field",9,4,44.4444444444444
"3383","Huntingburg Airport",10,2,20
"3384","Huntsville International Carl T Jones Field",12,7,58.3333333333333
"3385","Huntsville Regional Airport",4,0,0
"3386","Hurghada International Airport",8,3,37.5
"3387","Huron Regional Airport",7,1,14.2857142857143
"3388","Husein Sastranegara International Airport",10,5,50
"3389","Huslia Airport",6,2,33.3333333333333
"3390","Husum-Schwesing Airport",11,3,27.2727272727273
"3391","Hutchinson County Airport",14,4,28.5714285714286
"3392","Hutchinson Municipal Airport",13,2,15.3846153846154
"3393","Hwange (Town) Airport",10,2,20
"3394","Hwange National Park Airport",10,4,40
"3395","Hyakuri Airport",9,2,22.2222222222222
"3396","Hydaburg Seaplane Base",13,4,30.7692307692308
"3397","Hyder Seaplane Base",8,1,12.5
"3398","Hyderabad Airport",11,4,36.3636363636364
"3399","Hyvinkää Airfield",11,5,45.4545454545455
"3400","Héroes De Malvinas Airport",15,7,46.6666666666667
"3401","Hólmavík Airport",11,4,36.3636363636364
"3402","Húsavík Airport",11,0,0
"3403","Iaciara Airport",9,5,55.5555555555556
"3404","Ialibu Airport",7,3,42.8571428571429
"3405","Iamalele Airport",7,2,28.5714285714286
"3406","Iaşi Airport",15,5,33.3333333333333
"3407","Ibadan Airport",9,3,33.3333333333333
"3408","Iberia Airport",10,6,60
"3409","Ibiza Airport",9,3,33.3333333333333
"3410","Ibn Batouta Airport",11,7,63.6363636363636
"3411","Ibo Airport",21,8,38.0952380952381
"3412","Iboki Airport",10,5,50
"3413","Icabarú Airport",12,7,58.3333333333333
"3414","Iconi Airport",13,6,46.1538461538462
"3415","Icy Bay Airport",14,5,35.7142857142857
"3416","Idaho County Airport",9,2,22.2222222222222
"3417","Idaho Falls Regional Airport",10,3,30
"3418","Idiofa Airport",13,4,30.7692307692308
"3419","Idre Airport",14,1,7.14285714285714
"3420","Ie Jima Airport",9,5,55.5555555555556
